AMVEND	AMNAME	AMADR1	AMADR2	AMADR3	AMTELE	AMFRGT	actual_term
20735	CRAFTMADE	3401 W TRINITY BLVD	ELLINGTON JEREMIAH	GRAND PRAIRIE TX 75050	8005271292	1250	2%20TH 
20739	APTATIONS	6368 CLARK AVE		DUBLIN CA 94568	8006396864	0	NET 30Days
20740	SOLARA LIGHTING LLC	142 HOWELL ST	DALLAS TX 75207		2147449900	3000	NET 30Days
20741	INTERNATIONAL LIGHTING MFG CO	P.O. BOX 18496M	ST LOUIS, MO  63195      		8003257050	750	1% 10Days NET 30Days
20744	GREENLEE LANDSCAPE LTG. MFG.	P O BOX 676529	DALLAS TX 75267-6529		2144661133	1500	NET 30Days
20748	BB&T FACTORS CORPORATION	&/OR OLD SOUTH LAMPS	P O BOX 890011	CHARLOTTE NC 28289-0011	6155956800	0	NET 30Days
20751	CASUAL LAMPS	1500 SOUTH BROADWAY	P O BOX 2168	GARDENA CA 90247-0168	8008248228	0	NET 30Days
20754	HLI SOLUTIONS, INC OR IMARK   	PO BOX 72524	CLEVELAND,OH 44192       		5403826111	0	1%10TH PROX
20756	ELEGANT LIGHTING	P O BOX 26829		PHILADELPHIA PA 19134	2154238880	0	NET 30Days
20760	BALDWIN ART GROUP	PO BOX 1047	RINGGOLD GA 30736		7069659966	0	C.O.D. [Collect On Delivery]
20762	CHARTER COLLECTIBLES	2551 E PHILADELPHIA ST	ONTARIO CA 91761		8003889978	0	NET 30Days
20763	CUSTOM LAMP SHADES-JOHNSON	531 LAFAYETTE STREET	NASHVILLE, TN 37203      		6152265293	0	NET 30Days
20768	BESA LIGHTING	6695 TAYLOR RD	BLACKLICK OH 43004-9614		8004462372	2000	NET 30Days
20770	DESIGNERS FOUNTAIN	P O BOX 840187		LOS ANGELES CA 90084-0187	8002286197	1000	2% 20TH 
20775	PENATE, S.A.                  	1209 SAN DARIO AVE	P O BOX 7-637	LAREDO TX 78040-4505	0	0	NET 30Days
20777	JOHNSON'S LAMP & SHADE	ATTN D VAN FORD	221 KENNITH DR	NASHVILLE TN 37207	6152265293	0	NET 30Days
20778	LANDMARK LIGHTING INC	101 WEST WHITE STREET		SUMMIT HILL PA 18250	8882434413	1	NET 30Days
20780	HUDSON VALLEY LIGHTING INC	151 AIRPORT DR		WAPPINGERS FALL NY 12590	8008143993	1800	1% 10Days NET 30Days
20783	MILLENNIUM LIGHTING INC	105 DECLARATION DR		MCDONOUGH GA 30253	8664326190	1000	2% 10Days NET 30Days
20785	CHARTER CAPITAL, ASSIGNEE FOR 	ARTISTIC LIGHTING &DESIGN	P O BOX 270568	HOUSTON TX 77277-0568	7702099449	1500	1% 10Days NET 30Days
20786	ILLUMINATONS	425 PEACHTREE HILLS AVE	NE # 3	ATLANTA GA 30305	4048761064	0	NET 30Days
20791	SUN VALLEY LIGHTING	&/ OR US ARCHITECTURAL LI	660 WEST AVENUE O	PALMDALE CA 93551	8008776537	1000	NET 30Days
20797	GEORGE KOVACS LIGHTING INC	ACCOUNT K2220	PO BOX 740897	LOS ANGELES,CA 90074-0897	8882334500	1250	2% 10Days NET 30Days
20804	LITHONIA OR IMARK	P O BOX 72524	(ACUITY CONTROLS)	CLEVELAND OH 44192	7709229000	2500	1%10TH PROX
20811	FAUBOURG LIGHTING INC	101 WEST GALLATIN	PO BOX 709	HAZLEHURST MS  39083	8668037518	2500	NET 30Days
20817	GREAT CITY TRADERS	P O BOX 885166	SAN FRANCISCO, CA        	94188-5166	0	577	2% 10Days NET 30Days
20821	LAKE SHORE STUDIOS, INC.      	P O BOX 1929		MERIDIAN MS 39302	6014830980	0	2% 10Days NET 30Days
20822	FIRE FARM INC	P O BOX 458	ELKADER IOWA  52043		5562453515	1500	NET 30Days
20826	ARCTEL	200 RACCOON VALLEY RD		MAYNARDVILLE TN 37807	8657451463	1500	1% 10Days NET 30Days
20830	UMA ENTERPRISES INC	350 W APRA		COMPTON CA 90220	3106311166	0	NET 30Days
20834	WWRD FISKARS	1330 CAMPUS PARKWAY	P O BOX 1454	WALL NEW JERSEY 07719	7323784300	3000	NET 30Days
20839	BAR-DEL INTERNATIONAL	125 PIERMONT ROAD	TENAFLY NJ  07670		8774227335	0	NET 30Days
20845	NIGHTSCAPING	1705 EAST COLTON AVENUE	REDLANDS CA  92373		7147942121	1500	2% 10Days NET 30Days
20846	THEODORE ALEXANDER	P O BOX 189	HICKORY NC 28603		8283222640	0	NET 30Days
20851	AMERICAN LANTERN COMPANY	4900 LIGHTHOUSE WAY	NEWPORT AR  72112		8889990857	1200	NET 30Days
20859	ROYAL DESIGNS	515-A COMMERCE PARK DR	MARIETTA GA 30060		7707941005	0	NET 30Days
20860	MILA BROWN INTERNATIONAL	230 SPRING ST	STE 828B	ATLANTA GA 30303	4046589233	0	NET 30Days
20867	H & L IMPORTS	P O BOX 23621	NASHVILLE TN  37202		0	0	NET 30Days
20871	BEST DESIGNS	4910 LAKAWANA ST	DALLAS TX 75247		2146318901	0	NET 30Days
20877	E. SAM JONES DISTRIBUTOR, INC.	P.O. BOX 536794	ATLANTA GA 30353-6794		4043513250	0	NET 30Days
20878	RENOMA LIGHTING INC	14617 KESWICK ST	VAN NUYS CA 91405		8187822427	1500	NET 30Days
20879	VIVITONE	4117 HILLSBORO PIKE		NASHVILLE TN 37215	6154142601	0	NET 30Days
20884	TROY-CSL LIGHTING	P O BOX 514310		LOS ANGELES CA 90051-4310	8005338769	1800	1% 10Days NET 30Days
20888	MARK ROBERTS	1611 EAST SAINT ANDREW PL		SANTA ANA CA 92705-4932	7142591000	0	NET 30Days
20889	ACCLAIM LIGHTING INC	1500 CHEROKEE PKWY	SUITE 100	ACWORTH GA 30102	8668455451	1500	2% 10Days NET 30Days
20892	AUTHENTICITY LIGHTING	615 FIFTH AVE		LARCHMONT NY 10538	9149310099	0	NET 30Days
20896	CAROLINA RETAIL PACKAGING INC	138 ZENKER RD	P O BOX 1255	LEXINGTON SC 29072	8008685878	0	NET 30Days
20897	A. SANOMA, INC                	10-10 44TH AVE (MAIN FLR)	LI CITY, NY  11101       		8006784725	0	NET 30Days
20901	BAY VIEW FUNDING FOR ACCOUNT	LIGHTING SOLUTIONS GROUP	P O BOX 204703	DALLAS TX 75320-4703	8884105337	0	50% 30Days
20903	CERTIFIED INTERNATIONAL	P O BOX 6		PLEASANTVILLE NY 10570	8003293607	0	NET 30Days
20908	CIERRA	DISTRIBUTION CENTER	2106 DENTON DR	AUSTIN TX 78758	5128338004	0	NET 30Days
20911	ARTCRAFT	P O BOX 1526	EAST SERVICE RD	CHAMPLAIN NY 12919	8003614966	2000	1% 20Days NET 30Days
20912	LUCEPLAN USA	315 HUDSON ST	NEW YORK NY 10013		2129896265	0	NET 30Days
20914	LE PRIMITIF GALLERIES	2329 COLONIAL DR	ATLANTA GA 30319		4042400226	0	NET 30Days
20916	ARTERIORS	P O BOX 205978		DALLAS TX 75320-5978	8774888866	0	NET 30Days
20917	RENAISSANCE ART MARKETERS INC	P O BOX 681832	FRANKLIN TN 37068-1832		6152929279	0	NET 30Days
20920	CANDELLA LIGHTING COMPANY	6415 FLEET ST	CITY OF COMMERCE CA	90040	3237319811	0	50% DOWN 
20921	LYON CAPITAL CORP	JEAN'S UNIQUE DESIGN	7924 W SAHARA AVE	LAS VEGAS NV 89117	2147451341	0	NET 30Days
20922	MAXIM LIGHTING INTERNATIONAL	253 NO VINELAND AVE	CITY OF INDUSTRY CA 91746		8004862946	750	2%15TH 
20925	DEVON GLASS & FILTER INC	9 VILLAGE RD	SYOSSET NEW YORK 11791		5169381214	0	NET 30Days
20931	BASELITE CORPORATION	12260 EAST END AVE		CHINO CA 91710	8779991990	1500	1% 10Days NET 30Days
20942	FRAMED PICTURE ENTERPRISE	483 HIGHWAY 6 WEST	BATESVILLE MS 38606		6015635608	0	NET 30Days
20944	AMERITEC LIGHTING	640 W CENTENNIAL	CASA GRANDE AZ 85222		8002997905	1000	NET 30Days
20945	NORWELL MANUFACTURING CO INC	82 STEVENS STREET	EAST TAUNTON MA 02718		8008222831	1500	NET 30Days
20947	GARCIA IMPORTS INC	20201 MACK ST	P O BOX 3007	HAYWARD CA 94540	8003468811	0	NET 30Days
20948	JUSTICE DESIGN	500 S GRAND AVE	STE 100	LOS ANGELES CA 90071-2606	8005334799	500	NET 30Days
20950	CRYSTORAMA INC OR EDN	P O BOX 419876		BOSTON MA 02241-9876	8008884470	1800	NET 30Days
20953	ARCHITECTURAL AREA WORKS	1035 22ND AVE UNIT 1		OAKLAND CA 94606-5271	5104892530	1500	NET 30Days
20965	INTERSPAN CANADA	231 MILLWAY AVE	UNITS 5 & 6	CONCORD, ON CANADA       	9056609336	1000	NET 30Days
20967	L & K DESIGNS	5736 DISTRIBUTION DR		MEMPHIS TN 38141	9018612662	0	NET 30Days
20996	WOLFE WOODWORKING	32 MOORE AVE	NASHVILLE, TN  37210     		6157261207	1	1% 10Days NET 30Days
20998	SPAULDING LIGHTING,INC.OR EDN 	P O BOX 72524		CLEVELAND OH 44192	5135413486	1250	1%10TH PROX
20999	AMERICAN NAIL PLATE	9044 DEL MAR	MONTCLAIR, CA  91763     		8005483227	1000	NET 30Days
30010	YOSEMITE HOME DECOR	4250 W SHAW AVE	FRESNO CA 93722		8003059872	0	NET 30Days
30014	B & M HARDWARE CO	4125 AVENIDA DE LA PLATA		OCEANSIDE CA 92056	8007832212	0	NET 30Days
30021	HARDWARE RENAISSANCE	3205 MERCANTILE CT	STE A	SANTA FE NM 87507	5059832644	0	NET 30Days
30027	CAL CRYSTAL	1130 BURNETT AVE	STE Q	CONCORD CA 94520	8009669994	0	NET 30Days
30038	H P AUSTIN	P O BOX 27564		AUSTIN TX 78755	8774727469	0	NET 30Days
30045	AMEREC SAUNA & STEAM	P O BOX 2258	WOODINVILLE WA 98072		8003310349	0	NET 30Days
30047	COASTAL BRONZE	26560 AGOURA RD	STE 105A	CALABASAS, CA 91302      	8772276603	0	NET 30Days
30054	TRIMCO	P O BOX 23277	3528 E,ERU ST            	LOSANGELES CA 90023	3232624191	0	NET 30Days
30100	DELANEY HARDWARE	655 PTREE IND BLVD	BLDG 100	SUGAR HILL GA 30518	8009524430	750	1%10TH PROX
30105	OMNIA	P O BOX 330		CEDAR GROVE NJ 07009	9732397272	1250	1% 10Days NET 30Days
30108	HARDWARE RESOURCES	P O BOX 732674		DALLAS TX 75373-2674	3187420660	0	NET 30Days
30123	20581R LIVING PRODUCTS	201 CHRISLEA RD	VAUGHAN, ONTARIO CA      	L4L 8N6	9052647100	0	NET 30Days
30130	SBS ASSOCIATES INC	1530 HILLCREST RD		NORCROSS GA 30093	7709239227	0	NET 30Days
30142	TOTO	1155 SOUTHERN ROAD	MORROW, GEORGIA 30260    		7702828686	0	NET 30Days
30143	RUTT HANDCRAFTED CABINETRY	215 DILLER AVE		NEW HOLLAND PA 17557	7173511787	0	2% 10Days NET 30Days
30148	HAMILTON SINKLER	31 EAST 32ND ST	11TH FLOOR	NEW YORK, NY 10016       	2127603377	0	NET 30Days
30150	BROADWAY INDUSTRIES INC	P O BOX 414285	KANSAS CITY, MO          	64141	8007661966	2000	1%10TH PROX
30151	JACUZZI WHIRLPOOL BATH	P O BOX 96061		CHICAGO IL 60693-6061	8887447592	3000	2% 30Days
30152	ACPI WOOD PRODUCTS, LLC       	24763 NETWORK PLACE	CHICAGO IL 60673-1247		9524425171	0	2% 10Days NET 30Days
30154	SIERRA COPPER	P O BOX 1956		ALLEN TX 75013	8777320382	0	NET 30Days
30178	MISCELLANEOUS MERCHANDISE-K&B	531 LAFAYETTE ST		NASHVILLE TN 37203	6158433300	0	NET 30Days
30205	KOUNTRY WOOD PRODUCTS	500 E WABASH ST	P O BOX 530	NAPPANEE IN 46550-0530	5747735673	0	2% 10Days NET 30Days
30209	METAL STYLE BOUVET LTD	650 GUIMOND BLVD	LONGUEUIL QUEBEC CANADA	J4G 1P8	8003618973	0	NET 30Days
30210	TURNSTYLE DESIGNS	P O BOX 19861		PALATINE IL 60055-9861	0	0	NET 30Days
30213	SANTEC	3501 CHALLENGER ST		TORRANCE CA 90503	3015420063	0	NET 30Days
30214	SIETTO	1100 WEST CERMAK RD	SUITE C-550	CHICAGO IL 60608	3125136968	0	NET 30Days
30215	MIDWEST WHOLESALE HARDWARE	P O BOX 954589		ST LOUIS MO 63195-4589	8006219128	0	NET 30Days
30217	AFEEL CORP DBA HUNGTINGTON BRA	11100 DANA CIRCLE		CYPRESS, CA 90630        	9096295301	0	NET 30Days
30218	GLASSCRAFTERS	193 VETERANS BLVD		CARLSTADT NJ 07072	2015251116	0	NET 30Days
30220	TOP NOTCH DISTRIBUTORS INC	P O BOX 189		HONESDALE PA 18431-0189	8002334210	0	NET 30Days
30223	DESIGN HOUSE	P O BOX 734146		CHICAGO IL 60673-4146	0	0	NET 30Days
30233	CAL-ROYAL PRODUCTS	6605 FLOTILLA ST		CITY OF COMMERCE CA 90040	8008769258	0	1% 10Days NET 30Days
30239	FV AMERICA CORPORATION	4000 PORETT DR		GURNEE IL 60031	8472441234	0	NET 30Days
30240	EUDORA	P O BOX 336	HALEYVILLE AL 35565-3214		2054852261	0	NET 30Days
30243	EMTEK PRODUCTS INC	P O BOX 31001-0823	PASADENA, CA             	9110-0823	8003562741	0	NET 30Days
30246	INWOOD CABINETS LLC	903 N GRAYCROFT AVE		MADISON TN 37115	6158603113	0	NET 30Days
30247	WHITEHALL PRODUCTS LLC	8786 WATER STREET		MONTAGUE MI 49437-1204	2318942688	0	NET 30Days
30257	AMBA PRODUCTS	790 PICKENS INDUSTRIAL DR		MARIETTA GA 30062	4043509738	0	NET 30Days
30264	TOPEX	9 BOUMAR PLACE		ELMWOOD PARK NJ 07407	2017947900	0	NET 30Days
30275	FLUXWERX ILLUMINATION INC	P O BOX 233770	3770 MOMENTUM PLACE	CHICAGO IL 60689-5337	6045499379	0	1% 10Days NET 30Days
30277	SCHWINN HARDWARE INC	15540 NORTH 77TH ST		SCOTTSDALE AZ 85260	0	0	2% 10Days NET 30Days
30280	SLD USA	P O BOX 42367	4663 121ST ST	URBANDALE IA 50323	8005324107	0	NET 30Days
30291	BUSTER AND PUNCH	10844 BURBANK BLVD.	NORTH HOLLYWOOD, CA 91601		8183923827	0	NET 20Days
30293	GATCO FINE BATHWARE	1550 FACTO AVE		SAN LEANDRO CA 94577	8002275640	0	NET 30Days
30305	DON-JO MFG	P O BOX 929		STERLING MA 01564-0929	9784223377	0	NET 30Days
30307	FERGUSON ENTERPRISES INC	1708 ELM HILL PIKE		NASHVILLE TN  37210	6153161800	0	NET 10TH 
30316	SUNBELT MARKETING INC	P O BOX 745179		ATLANTA GA 34374-5179	8002575566	0	2% 10TH PROX
30321	RUBINET	10 CORSTATE AVE	CONCORD ONTARIO CA	L4K 4X2	8004615901	0	1% 10Days NET 30Days
30334	PHILADELPHIA HARDWARE GROUP	6590 TOP GUN ST		SAN DIEGO CA 92121	3366891902	1200	1.5% 10Days NET30
30337	RAPID FIT	4121 BUCHANAN ST	RIVERSIDE, CA 92503      		0	0	2% 10TH PROX
30347	NASHVILLE WINNELSON	317 HILL AVE	PO BOX 22537	NASHVILLE, TN  37202-2537	6152566691	0	2% 10TH PROX
30353	HYDRO SYSTEMS	29132 AVE PAINE		VALENCIA CA 91355	6617750686	0	NET 30Days
30354	BELWITH PRODUCTS LLC	28827 NETWORK PLACE		CHICAGO IL 60673-1288	0	500	NET 30Days
30355	WATER STREET BRASS	29770 NETWORK PLACE	CHICAGO,IL 60673-1297    		7167630059	0	NET 30Days
30363	FAIRMONT DESIGNS	6950 NORITSU AVE		BUENA PARK CA 90620	7146701171	1500	NET 30Days
30366	MODERN SUPPLY CO	P O BOX 22997	KNOXVILLE TN   37933		5467941	0	NET 30Days
30367	DOMUS INC	8550 E 33RD ST	INDIANAPOLIS, IN  46226  		3178988870	1000	NET 30Days
30391	THE DISTRIBUTION POINT	P O BOX 936687		ATLANTA GA 31193	2056404939	0	1%10TH PROX
30429	H D SUPPLY  CO, INC /APEX NASH	P O BOX 101888	ATLANTA GA 30392-1888		6152795019	0	NET 10TH 
30440	DU VERRE HARDWARE	AND OR TOP KNOBS	29770 NETWORK PLACE	CHICAGO,IL 60673-1297    	4165930182	0	NET 30Days
30458	STEINHOUSE SUPPLY CO, INC     	PO BOX 100259	NASHVILLE, TN  37210     		0	0	NET 10Days
30535	THOMPSON TRADERS	P O BOX 7404		GREENSBORO NC 27417	0	0	NET 20Days
30555	HELDOR INDUSTRIES INC	P O BOX 18768	MEMPHIS TN  38118		0	0	NET 30Days
30556	RIOBEL	820 NOBEL	ST JEROME	QUEBEC CANADA J7Z 7A3	8664738442	0	NET 30Days
30611	DORIS FLEISCHER FBO JACK				6158433300	0	NET 30Days
30655	NASHVILLE SASH & DOOR CO, INC 	3040 SIDCO DR	P O BOX 40780	NASHVILLE TN 37204-0780	6152541371	0	NET 30Days
30678	FRANKE	800 AVIATION PARKWAY		SMYRNA TN 37167	6154624000	0	2% 10Days NET 30Days
30715	CIFIAL USA, LLC               	P O BOX 534349		ATLANTA GA 30353-4349	8662434259	0	NET 30Days
30745	CENTRAL INDIANA HARDWARE	FOR BRAVURA	P O BOX 83030	CHICAGO IL 60691-3010	8002761104	0	NET 30Days
30746	RICHELIEU AMERICA	7021 STERLING PONDS BLVD	STERLING HEIGHTS MI	48312-5809	6153992580	0	NET 30Days
30747	ADVANCED AFFILIATES INC	96-12 43RD AVE	P O BOX 6	CORONA NY 11368	8003674393	3000	NET 30Days
30758	JCR INC	6400 MAPLE AVE	STE 950	DALLAS TX 75235	8004426096	0	NET 30Days
30759	JVJ MAXWELL CO INC	8132 MOBERLY LANE		DALLAS TX 75227-2311	8009694393	0	1% 20Days
30761	REPUBLIC BUSINESS CREDIT, LLC 	FOR ARTISAN MANUFACTURING	P O BOX 203152	DALLAS TX 75320-3152	9732860080	0	NET 30Days
30765	DELTANA	10820 NW 29TH ST	MIAMI FL 33172		8006652226	0	NET 10Days
30767	ROCKY MOUNTAIN	1020 AIRPORT WAY	P O BOX 4108	HAILEY ID 83333	8887882013	0	NET 20Days
30771	BANNER SOLUTIONS	PO BOX 954586		ST. LOUIS, MO 63195-4589 	8008471864	0	2% 20Days NET 30Days
30772	BALDWIN HARDWARE	13212 COLLECTIONS CENTER	DRIVE	CHICAGO IL 60693	8004377448	0	2% 25Days
30789	FUSION	15870 COLLECTION CENTER		CHICAGO IL 60693	8772154683	0	NET 30Days
30790	R K INTERNATIONAL INC	5607 HARTSDALE DR		HOUSTON TX 77036	7135327277	0	NET 30Days
30836	JOHN WRIGHT CO INC	NORTH FRONT ST	645 LANCASTER PIKE	NEW PROVIDENCE, PA 17560 	8004449364	0	NET 30Days
30848	FELIX LOEB INC	1347 ENTERPRISE DR		ROMEOVILLE IL 60446	6302268998	0	NET 20Days
30850	RUSTICWARE LLC	10545 S MEMORIAL		TULSA OK 74133	9183690600	500	NET 30Days
30852	BOYLE & CHASE	P O BOX 74		ACCORD MA 02018-0074	8003252530	0	2% 10TH PROX
30854	ALNO INC	13984 BALBOA BLVD		SYLMAR, CA 91342         	8007267680	0	NET 30Days
30855	TYDIX PRODUCTS INC	P O BOX 826		MORRO BAY CA 93443	8057719067	0	NET  
30857	CLASSIC BRASS	P O BOX 3563		JAMESTOWN NY 14702-3563	8008693173	2500	1% 10Days NET 30Days
30863	TOP KNOBS	29770 NETWORK PLACE		CHICAGO IL 60673-1297	8004999095	0	NET 30Days
30866	ACCURATE LOCK & HARDWARE CO	#1 ANNIE PLACE		STAMFORD CT 06902	2033488865	0	NET 30Days
30869	ANVERS LLC (FERSA)	TD BANK	670 LAUREL AV	HOLMDEL NJ 07733	8775523332	0	NET 30Days
30870	AMERICAN FAUCET & COATINGS	3280 CORPORATE VIEW		VISTA CA 92081	8009602284	0	NET 30Days
30872	ERIC MORRIS & COMPANY	7249A BROWNING RD		PENNSAUKEN NJ 08109	8006466888	0	NET 30Days
30875	JACLO INDUSTRIES	129 DERMODY ST		CRANFORD NJ 07016-3217	8008523906	0	2% 10Days NET 30Days
30883	MOUNTAIN PLUMBING PRODUCTS	P O BOX 671659		DALLAS TX 75267-1659	8882229140	0	NET 30Days
30887	CLIFFSIDE INDUSTRIES LLC	60 WRIGHT AVE		LITITZ PA 17543	8008739258	0	NET 30Days
30890	ATLAS HOMEWARES	29770 NETWORK PLACE		CHICAGO IL 60673-1297	8004999095	0	NET 20Days
30891	THE TON JON CO	56 SOUTH LASALLE ST		AURORA IL 60505	6308929200	0	NET 30Days
30898	L.E. JOHNSON HARDWARE	2100 STERLING AVE		ELKHART IN 46516-4909	8008375664	0	NET 30Days
30899	SCHAUB & CO (ASSA ABLOY)	3809 SOLUTIONS CENTER		CHICAGO IL 60677-3008	8667242827	0	NET 30Days
30933	CENTURY BATHWORKS INC	250 LACKAWANNA AVE		WEST PATERSON NJ 07424	8005242578	0	NET 30Days
30935	OLD VILLAGE CLASSICS	P O BOX 143934		CORAL GABLES FL 33114	3058848984	0	NET 30Days
30937	BERENSON / R CHRISENSEN	2495 MAIN ST	STE # 111	BUFFALO NY 14214-2152	7168333100	0	NET 20Days
30938	COLONIAL BRONZE COMPANY	511 WINSTED RD	P O BOX 207	TORRINGTON CT 06790	8604899233	0	NET 30Days
30943	WATERSTONE FAUCETS	P O BOX 1240		TEMECULA CA 92593	8883040660	0	NET 15Days
30951	MERIT METAL PRODUCTS	242 VALLEY RD	WARRINGTON PA 18976		2153432500	0	NET 30Days
30960	BARCLAY PRODUCTS	4000 PORETT DR		GURNEE IL 60031	8472441234	0	NET 30Days
30973	NOSTALGIC HARDWARE INC	A DIVISION OF ACME MFG	P O BOX 5531	DENVER CO 80217	8005227336	0	NET 30Days
30981	ASHLEY NORTON	P O BOX 776844		CHICAGO IL 60677-6844	8003931097	0	NET 30Days
30989	FIRST IMPRESSIONS INTERNATIONA	P O BOX 21165		NEW YORK NY 10087-1162	8884198885	0	PREPAY
40037	MAYTAG	P O BOX 95764	CHICAGO IL 60694-5764		5157927000	0	NET 15Days
40048	A-1 APPLIANCE	5410 HARDING RD		NASHVILLE TN 37205	6153525174	0	NET 30Days
40082	GAS EQUIPMENT DISTRIBUTORS	535-B THOMPSON LN	NASHVILLE TN 37211		6152421377	0	NET 30Days
40093	COMPASS MANUFACTURING INTER	6702 ENTERPRISE DR		LOUISVILLE KY 40214	8006263525	0	NET 30Days
40095	U-LINE CORP	P O BOX 88741		CHICAGO IL 60680-1741	0	0	NET 30Days
40112	VIKING DISTRIBUTING	P O BOX 930465		ATLANTA GA 31193-0465	6624551200	0	NET 30Days
40159	JENN-AIR CORPORATION	553 BENSON ROAD	BENTON HARBOR, MI        	49022-2692	8005366247	0	NET 30Days
40161	SCOTSMAN	A HOUSEHOLD INTER COMPANY	PO BOX 65407	CHARLOTTE, N.C. 28265    	8007268762	0	NET 30Days
40163	W.L. ROBERTS, INC.            	3791 AIR PARK STREET	MEMPHIS, TN  38118       		9013622080	0	NET 30Days
40179	MISCELLANEOUS MERCHANDISE-APPL	531 LAFAYETTE ST		NASHVILLE TN 37203	6158433300	0	NET 30Days
40182	RANGAIRE & COMPANY	P O BOX 177	CLEBURNE TX   76033		8175566500	0	NET 30Days
40188	WHIRLPOOL FACTORY PARTS	P O BOX 88854	CHICAGO IL 60695		0	0	NET 10Days
40190	O'ROURKE BROS. DISTRIBUTING	3885 ELMORE AVE	STE 100	DAVENPORT IA 52807	4043469863	0	NET 20Days
40196	MID SOUTH JENN AIR DISTR.CO.	2099 THOMAS RD. #23	MEMPHIS,TN. 38134        		0	0	NET 10Days
40211	EDS SUPPLY CO INC	P.O. BOX 23130	NASHVILLE, TN  37202     		0	0	2% 10TH PROX
40261	VIKING DISTRIBUTING	P O BOX 930465		ATLANTA GA 31193-0465	4049327282	0	NET 30Days
40266	TOOL BOX GRILL BY HANS PLADS	504 SUTTER ST	PETALUMA CA 94954		7077783116	0	2% 10Days NET 30Days
40267	MISCELLANEOUS PARTS	531 LAFAYETTE ST		NASHVILLE TN 37203	6158433300	0	NET 30Days
40276	ELCO MFG	2042 E VERNON AVE	VERNON CA 90058		3232312600	1800	NET 1ST
40281	MID SOUTH WHOLESALE	P O BOX 3446	CLEVELAND TN 37320-3446		8003746896	0	1.5% 10Days NET30
40284	NORTHSTAR APPLIANCE DISTRIBUT	3828 COLLECTION CENTER DR	CHICAGO IL 60693		8775904390	0	NET 30Days
40308	BSH HOME APPLIANCES CORP	P O BOX 532239		ATLANTA GA 30353-2239	8006137333	0	1% 10Days NET 30Days
40311	S & S DISTRIBUTIONS INC	1138 COMMERCE PARK	MURFREESBORO TN 37130		8009773478	0	NET 30Days
40335	KING KITCHEN DISTRIBUTING	6075 SHELBY DRIVE EAST	SUITE 1	MEMPHIS, TN  38141       	9013629651	0	NET 10TH
40339	TENNESSEE SHEET METAL	40 FANT INDUSTRIAL DR	MADISON TN 37115		6158701172	0	NET 30Days
40348	BEST BRANDS PLUS / MEGA GROUP	7511 CAPITAL DR	GERMANTOWN TN 38138		8883323344	0	NET  
40350	BLUESTAR/PHIZER HOODS	318 JUNE AVENUE		BLANDON, PA 19510        	6103767479	0	NET 30Days
40404	TMIO DISTRIBUTION, LLC        	1220A FLYNN ST	CHATTANOOGA TN  37403		0	0	NET 30Days
40408	CROSSVILLE TIRE & APPLIANCE	3250 NORTH MAIN ST	CROSSVILLE, TN  38555    	ATTN MIKE TOLLETT	8004337488	0	NET 10Days
40413	GE APPLIANCES	AUTO DRAFT	P O BOX 640806 (A HAIER)	PITTSBURGH,PA 15264      	8008281293	0	.25% 10Days
40415	MICRO-TRIM	3613 W MAC ARTHUR BLVD	#604	SANTA ANA CA 92704	7142417046	0	NET 30Days
40425	APPLIANCE CITY	6208 KINGSTON PIKE	KNOXVILLE TN 37919		6155840311	0	NET 15Days
40431	O'ROURKE BROTHERS DISTRIBUTING	3885 ELMORE AVE	STE 100	DAVENPORT IA 52807	4043469863	0	NET 20Days
40441	SPECIALTY APPLIANCE	618 15TH ST	TUSCALOOSA AL 35401		2053439200	0	NET 30Days
40459	SAMSUNG ELECTRONICS AMERICA	P O BOX 277554		ATLANTA GA 30384-7554	0	0	NET 60Days
40461	SANCOR	SANDERS CORPORATION	2099 THOMAS RD SUITE 1	MEMPHIS, TN 38134        	8008256369	0	2% 10Days NET 30Days
40473	FOX APPLIANCE PARTS OF ATLANTA	P O BOX 16217	ATLANTA GA 30321		8003425369	0	NET 10TH
40480	GUY T GUNTER, JR              	174 14TH STREET NW	ATLANTA GA  30318		4048747529	0	NET 30Days
40494	SUMMIT APPLIANCES	770 GARRISON AVE		BRONX NY 10474	7188933900	0	NET 30Days
40501	IRON A WAY INC	220 W JACKSON	MORTON IL 61550		3092667232	0	NET 30Days
40504	CENWOOD APPLIANCE	870 KEOUGH RD		COLLIERVILLE TN 38017	8007883775	0	NET 10TH
40509	DANBY PRODUCTS INC	P O BOX 669	101 BENTLEY CT	FINDLAY OH  45839-0669	8002632629	0	2% 10Days NET 30Days
40523	CCSE	P O BOX 10028		KNOXVILLE TN  37939-0028	8655468778	0	NET 30Days
40526	PARAGON DISTRIBUTING CO	P O BOX 29817		DALLAS TX 75229-0817	8006834745	0	NET 30Days
40538	SCOTSMAN SUPPLY CO	516 5TH AVE, SOUTH       	P. O. BOX 7173	NASHVILLE, TN 37210      	0	0	NET 30Days
40557	CLIMATIC CORP	P O BOX 25189		COLUMBIA SC 29224	8032270656	0	NET 30Days
40575	SKINNERS T V & APPLIANCE	2916 HWY 48	CUNNINGHAM TN 37052		6156472818	0	NET 10Days
40584	SIANO APPLIANCE DISTRIBUTORS	5372 PLEASANT VIEW RD	MEMPHIS TN 38134		8007426699	0	NET 10Days
